title,category,content
Pegawai Pemkot Magelang bakal jalani tes usap usai pejabat meninggal,Humaniora, kita lacak kontak eratnya siapaMagelang Para pegawai di lingkungan Sekretaris Daerah Kota Magelang bakal menjalani tes usap swab setelah salah seorang pejabat Asisten I Setda Kota Magelang Muji Rochman meninggal dunia karena terpapar COVID pada Jumat malam Sekda Kota Magelang Joko Budiyono di Magelang Sabtu mengatakan pelacakan otomatis keluarga kontak erat untuk lingkungan ASN besuk Senin akan dilakukan Ia menyampaikan hal tersebut usai mengikuti shalat ghaib untuk almarhum Muji Rachman di Masjid Baitul Ma mur kompleks Kantor Wali Kota Magelang Jadi kita lacak kontak eratnya siapa karena tidak semua ASN kotak erat Prioritas pertama adalah kontak erat yang satu ruangan kemudian nanti sebelahnya dan seterusnya katanya Selain itu katanya apabila ada yang bergejala segera ditangani dan langsung dilakukan tes usap Ia menyampaikan shalat ghaib ini sebagai penghormatan terakhir sekaligus mendoakan kepada rekan Muji Rochman yang dipanggil Allah SWT tadi malam pukul WIB Kami bersama teman teman jajaran di Pemerintah Kota Magelang mendoakan lewat shalat ghaib semoga dipanggil dengan husnul khatimah Sakitnya kena COVID komorbid jantung katanya Joko mengatakan dua hari sebelum dirawat di RSUD Tidar almarhum merasakan badan tidak enak batuk batuk dan panas Kemudian dirawat di rumah sakit sejak Senin Dirawat sejak tanggal Desember Beliau ke rumah sakit langsung dirawat Saat itu pernapasan agak tidak baik dan langsung diventilator katanya Sebagai bentuk penghormatan sekaligus mendoakan terhadap almarhum katanya akan dilakukan pembacaan tahlil yasin selama hari mulai nanti malam setelah shalat Maghrib 
Tercatat 2.207 orang di Bangka kontak erat pasien COVID-19,Humaniora, Sungailiat Bangka Berdasarkan data informasi COVID di Dinas Kesehatan Kabupaten Bangka Provinsi Kepulauan Bangka Belitug tercatat sebanyak orang di daerah itu kontak erat dengan pasien COVID Juru Bicara Satuan Tugas Penanganan COVID Kabupaten Bangka Boy Yandra di Sungailiat Sabtu mengatakan orang yang kontak erat berdasarkan data tersebar diseluruh atau di delapan kecamatan Kami terus memaksimalkan upaya pencegahan penyebaran virus jenis baru corona secara masif langsung ke masyarakat dengan melibatkan berbagai pihak seperti TNI Polri dan tenaga rewalan untuk memberikan penyadaran masyarakat disiplin menerapkan protokol kesehatan jelasnya Pencegahan lainnya dilakukan oleh pihak BPBD dan Dinas Kesehatan kata Boy Yandra melakukan pelacakan tracking penelusuran tracing dan pengujian testing dalam mendeteksi sebaran kasus COVID Penanganan pencegahan virus COVID harus dilakukan dengan kompak dan serius oleh seluruh elemen masyarakat tanpa terkecuali kata Boy Yandra Pemerintah Kabupaten Bangka melakukan upaya pencegahan penyebaran di lingkungan perkantoran dengan melakukan tes cepat secara bertahap di semua instansi Boy Yandra mengatakan selain jumlah warga yang kontak erat mencapai ribuan orang terdapat penambahan jumlah kasus positif COVID sebanyak orang sehingga total kasus sampai dengan hari ini mencapai orang serta sudah dinyatakan sembuh Masih terdapat orang menjalani perawatan kesehatan dengan angka kematian sebanyak tiga orang kata Boy Yandra Pewarta KasmonoEditor Zita Meirina 
Lonjakan kasus COVID-19 Jember terus meningkat usai pilkada,Humaniora, Jember Jawa Timur Lonjakan kasus COVID di Kabupaten Jember meningkat usai pilkada berdasarkan data penambahan pasien terkonfirmasi positif dan jumlah pasien yang meninggal sehingga menjadi satu satunya kabupaten yang berada di zona merah di Jawa Timur Berdasarkan data Satgas Penanganan COVID penambahan baru kasus positif pada Rabu sebanyak kasus kemudian meningkat menjadi sebanyak kasus pada Kamis dan pada Jumat tercatat penambahan kasus baru mencapai kasus per hari Memang ada klaster dari pilkada yakni petugas pengawas TPS yang terkonfirmasi positif sebanyak orang namun mereka tidak bertugas saat pemungutan suara di pilkada Desember kata Juru bicara Satgas Penanganan COVID Jember Gatot Triyono Sabtu Secara umum lanjut dia peningkatan penambahan kasus COVID di Jember berdasarkan tracking dari klaster keluarga klaster perkantoran dan ada klaster tambahan dari pondok pesantren Berdasarkan peta sebaran per kecamatan hanya satu kecamatan yang berada di zona kuning yakni Kecamatan Sumberjambe dan zona oranye sebanyak delapan kecamatan dan sisanya zona merah sebanyak kecamatan tuturnya Jumlah penambahan kasus terkonfirmasi positif COVID pada Jumat tercatat sebanyak kasus sehingga total warga Jember yang positif mencapai orang kemudian penambahan pasien sembuh sebanyak orang sehingga total pasien sembuh menjadi orang sedangkan penambahan pasien meninggal enam orang menjadi orang Kenaikan pada satu bulan terakhir jauh lebih tinggi daripada delapan bulan sebelumnya dan angka kematiannya juga meningkat dari bulan sebelumnya serta kondisi rumah sakit pun nyaris penuh Gatot mengatakan Pemkab Jember juga menyiapkan hotel untuk merawat pasien yang tidak perlu dirawat di rumah sakit tetapi memerlukan perawatan isolasi Ada dua hotel yang direncanakan untuk tempat perawatan namun hanya ada satu hotel yang lebih siap untuk menjadi tempat perawatan pasien COVID yang tidak mengalami gejala tersebut 
Wakil Ketua Komisi III DPR tegaskan kawal kasus MRS diproses terbuka,Politik, Komisi III DPR RI akan terus mengawal kasus tersebutJakarta Wakil Ketua Komisi III DPR RI Ahmad Sahroni menegaskan bahwa Komisi III DPR RI akan terus mengawal kasus dugaan tindak pidana pelanggaran protokol kesehatan COVID di DKI Jakarta dengan salah satu tersangka Muhammad Rizieq Shihab MRS agar diproses secara terbuka Komisi III DPR RI akan terus mengawal kasus tersebut dan berbagai langkah kepolisian untuk menjamin bahwa proses hukum dilakukan seadil adilnya terbuka tidak terjadi kriminalisasi kata Sahroni dalam keterangannya di Jakarta Sabtu Dia mengatakan Komisi III DPR RI juga akan mengawal kasus tersebut agar prosesnya berjalan sesuai peraturan perundang undangan yang berlaku Selain itu Sahroni mengapresiasi sikap kooperatif MRS terhadap kepolisian dengan datang ke Polda Metro Jaya pada Sabtu pagi sebagai tersangka terkait perkara dugaan tindak pidana pelanggaran protokol kesehatan COVID di DKI Jakarta Saya mengapresiasi tindakan koperatif MRS yang akhirnya datang dan mau diperiksa polisi meskipun agak telat ujarnya Dia meyakini kalau sikap MRS terus koperatif seperti itu maka proses hukum ke depannya juga akan berjalan lancar Sahroni juga menilai jika MRS tetap kooperatif maka berbagai asumsi yang muncul di masyarakat juga akan bisa dijelaskan hingga menghindari potensi konflik Ini bagus karena bisa menghindari terjadinya konflik di masyarakat katanya pula Sebelumnya Pimpinan FPI Rizieq Shihab mendatangi Polda Metro Jaya pada Sabtu pagi MRS datang ke Polda Metro untuk menjalani pemeriksaan sebagai tersangka untuk kasus pelanggaran larangan kerumunan di Petamburan Tanah Abang Jakarta Pusat pada tanggal November 
Warga usia produktif Tanjungpinang terbanyak tertular COVID-19,Humaniora, Risiko ini sudah diprediksi terjadiTanjungpinang Dinas Kesehatan Kota Tanjungpinang Kepulauan Riau mencatat warga usia produktif tahun paling banyak tertular COVID sejak akhir Maret sampai sekarang Kepala Dinas Kesehatan Tanjungpinang Rustam di Tanjungpinang Sabtu mengatakan total umlah warga usia produktif yang terkonfirmasi COVID mencapai orang yang terdiri dari laki laki dan perempuan Di urutan kedua penduduk usia tahun yang terkonfirmasi COVID sebanyak orang terdiri dari laki laki dan perempuan Kemudian peringkat ketiga terbanyak penduduk terkonfirmasi COVID berusia di atas tahun sebanyak orang terdiri dari laki laki dan perempuan Penduduk usia tahun yang terkonfirmasi COVID sebanyak orang terdiri dari laki laki dan perempuan Sementara warga yang masih berusia bayi hingga balita yakni tahun yang tertular COVID sebanyak orang terdiri dari laki laki dan perempuan Peningkatan kasus COVID yang signifikan terjadi mulai Agustus ketika aktivitas masyarakat kembali normal Risiko ini sudah diprediksi terjadi jika dalam aktivitas tersebut mengabaikan protokol kesehatan katanya Menurut dia penularan COVID di Tanjungpinang sudah memasuki klaster keluarga dan ruang kerja Banyak anggota masyarakat termasuk aparatur pemerintahan yang membawa virus ke dalam rumah setelah tertular dari sesama rekan kerja Dari hasil penelusuran tim tenaga kesehatan cukup banyak orang yang tertular setelah ke luar daerah Semestinya orang yang melakukan perjalanan ke luar daerah zona merah melakukan isolasi mandiri selama hari sebelum kembali ke rumah atau bekerja Jika wajib bekerja maka orang tersebut harus menerapkan protokol kesehatan secara ketat dan bertanggung jawab Kemudian juga banyak kasus COVID yang terjadi akibat aktivitas di luar rumah seperti menghadiri pesta perkawinan ulang tahun dan ngobrol di kedai kopi dengan tidak menerapkan protokol kesehatan Mereka tertular dari orang yang terkofirmasi COVID namun tidak memiliki gejala Jadi memang harus terus waspada Tingkatkan kesadaran kita untuk menaati protokol kesehatan makan makanan yang sehat dan rajin berolah raga ucapnya Berdasarkan data Desember jumlah pasien COVID bertambah tujuh orang sehingga menjadi orang Sementara jumlah pasien yang sembuh sebanyak orang Pasien yang meninggal dunia akibat COVID sebanyak orang Kasus aktif COVID di Tanjungpinang mencapai orang sebanyak di antaranya dirawat di rumah sakit orang menjalani karantina terpadu dan orsng melakukan isolasi mandiri 
Ruang perawatan pasien COVID-19 di Palangka Raya penuh,Humaniora, Palangka Raya Ketua Harian Satgas Penanganan COVID Kota Palangka Raya Emi Abriyani mengatakan ruang perawatan pasien COVID yang dikelola pemerintah kota sudah penuh Kemarin tim satgas dari Dinas Kesehatan menyatakan kapasitas di Asrama Haji dan RSUD Kota yang menjadi pusat perawatan pasien COVID penuh kata Emi di Palangka Raya Sabtu Dia menerangkan ruang perawatan COVID di RSUD Kota telah penuh Kemudian Asrama Haji Al Mabrur yang dijadikan rumah sakit berkapasitas orang telah diisi orang yang terdiri dari orang anak anak dan orang dewasa Untuk itu Satgas Penanganan COVID Kota Palangka Raya bersama pihak terkait seperti dari Dinas Kesehatan akan berupaya mencari lokasi atau tempat perluasan yang digunakan untuk penanganan pasien COVID Menyikapi penambahan kasus ini Pemkot dan Satgas beserta pihak lainnya akan berusaha menambah fasilitas perawatan pasien Bahkan pihak Persatuan Gereja Indonesia PGI Kota ingin membantu menyediakan tempat sebagai rumah sakit perluasan kata Emi Wanita berhijab ini pun mengajak masyarakat di Ibu Kota Provinsi Kalimantan Tengah selalu menerapkan protokol kesehatan agar tidak terjadi penambahan kasus COVID Terlebih lagi saat ini angka penambahan pasien positif COVID di wilayah Kota Cantik terus melonjak tajam Tetap patuhi prokes Tim Satgas akan berusaha maksimal dalam memastikan serta menjamin keselamatan dan kesehatan masyarakat Hal itu merupakan hukum tertinggi di Indonesia yang wajib kita penuhi katanya Sementara itu data yang dirilis Satgas COVID di Kota Palangka Raya pada Jumat menunjukkan pasien COVID di kota setempat bertambah orang sehingga akumulasi pasien positif COVID tercatat kasus Kemudian warga Palangka Raya yang masih dalam perawatan sebanyak orang atau sebanyak persen dari total kasus positif Sementara itu tingkat kesembuhan berada di angka persen dari total kasus positif atau tercatat sebanyak kasus sembuh setelah ada bertambah tiga pasien sembuh Dari seluruh kasus COVID yang ada juga tercatat jumlah kematian pasien sebanyak orang usai terjadi penambahan dua kasus meninggal dunia Sementara masyarakat yang berstatus suspek COVID tercatat orang 
Polisi fasilitasi kebutuhan Rizieq selama pemeriksaan berlangsung,Metro, Intinya hak haknya tadi sudah diberikanJakarta Polda Metro Jaya memfasilitasi kebutuhan tokoh Front Pembela Islam FPI Habib Rizieq Shihab HRS selama pemeriksaan sebagai tersangka atas dugaan kasus kerumunan Petamburan itu berlangsung Intinya hak haknya tadi sudah diberikan Dia makan minum shalat sudah kita berikan ujar Kabid Humas Polda Metro Jaya Kombes Pol Yusri Yunus saat dikonfirmasi di Jakarta Sabtu Yusri mengatakan untuk memenuhi kebutuhan shalat HRS pihaknya sudah menyediakan fasilitas dengan penerapan protokol kesehatan yang ketat Lebih lanjut saat ini HRS masih melanjutkan pemeriksaan bersama penyidik dari Reserse Kriminal Umum Polda Metro Jaya HRS pun didampingi oleh kuasa hukumnya selama pemeriksaan berlangsung Pengacara juga sudah mendampingi Intinya hak haknya tadi sudah diberikan ujar Yusri Sebelumnya HRS tiba di Mapolda Metro Jaya pada pukul WIB didampingi oleh tim kuasa hukumnya HRS mengaku dirinya tidak menyiapkan persiapan khusus untuk menjalani pemeriksaan di Polda Metro Jaya dengan statusnya yang kini tersangka Persiapan apa enggak ada yang perlu dipersiapkan ditanya kita jawab selesai kan katanya Ia pun menjalani tes cepat COVID dengan metode usap antigen dan mendapatkan hasil nonreaktif sehingga pemeriksaan pun dilangsungkan HRS dianggap menyerahkan diri setelah ditetapkan sebagai tersangka atas kasus kerumunan Petamburan di tengah pandemi COVID dengan jeratan Pasal KUHP dan Pasal KUHP Sementara itu ada lima orang lainnya yang ditetapkan sebagai tersangka dan dijerat Pasal Undang Undang Nomor Tahun tentang Kekarantinaan Kesehatan Pewarta Livia Kristianti dan Fianda Sjofan RasaatEditor Edy Sujatmiko 
Pasien COVID-19 di Palangka Raya bertambah 37 orang,Humaniora, Palangka Raya Ketua Harian Satgas Penanganan COVID Kota Palangka Raya Provinsi Kalimantan Tengah Emi Abriyani mengatakan pasien COVID di Kota Palangka Raya bertambah orang Jumlah pasien positif COVID di Kota Palangka Raya kembali meningkat Data terbaru telah terjadi penambahan kasus sehingga akumulasi pasien positif COVID tercatat kasus kata Emi di Palangka Raya Sabtu Dia mengatakan berdasar data yang dihimpun satgas untuk warga Ibu Kota Provinsi Kalimantan Tengah yang masih dalam perawatan sebanyak orang atau sebanyak persen dari total kasus positif Sementara itu tingkat kesembuhan berada di angka persen dari total kasus positif atau tercatat sebanyak kasus sembuh dari paparan COVID usai bertambah tiga pasien sembuh katanya Dari seluruh kasus COVID yang ada juga tercatat jumlah kematian pasien sebanyak orang usai terjadi penambahan dua kasus meninggal dunia Sementara masyarakat yang berstatus suspek COVID tercatat orang Data tersebut berhasil dihimpun dari seluruh wilayah di Kota Palangka Raya mencakup lima kecamatan yang mencakup kelurahan Bertambahnya kasus COVID tersebut menurut Murni juga bentuk keberhasilan tim kesehatan dalam melakukan penelusuran kontak erat antara masyarakat dengan pasien positif Sebagai upaya pemutusan rantai penyebaran COVID Pemerintah Kota Palangka Raya melalui tim gugus tugas terus melakukan berbagai upaya mulai dari sosialisasi deteksi dini pengamanan hingga penanganan kasus Pemerintah Kota Palangka Raya pun mengajak masyarakat di wilayah Kota Cantik untuk selalu menerapkan protokol kesehatan COVID sebagai upaya meminimalkan potensi dan mencegah mata rantai penyebaran COVID yang tak kunjung usai Saat ini Wali Kota Palangka Raya juga telah menerapkan peraturan wali kota tentang Penerapan Disiplin dan Penegakan Hukum Protokol Kesehatan Dalam Rangka Percepatan Penangan COVID dan Pemulihan Ekonomi Bagi masyarakat yang terbukti melanggar peraturan wali kota tersebut akan dikenakan sanksi baik berupa teguran tertulis sanksi sosial sanksi administrasi hingga pencabutan izin operasional usaha Selalu jaga jarak minimal satu hingga dua meter dan selalu gunakan masker Rajinlah mencuci tangan dengan sabun dan air mengalir atau menggunakan hand sanitizer Hindari kerumunan dan selalu taati arahan dan anjuran pemerintah katanya 
Polda sebut Papua Barat kondusif usai pilkada,Hukum, Tidak ada kejadian kejadian menonjol yang mengganggu situasi kamtibmasManokwari Kepolisian Daerah Papua Barat menilai situasi keamanan di Provinsi Papua Barat masih cukup kondusif usai pemungutan suara Pilkada Serentak Desember Tidak ada kejadian kejadian menonjol yang mengganggu situasi kamtibmas Ada riak riak kecil tapi masih bisa diatasi personel Polri dan TNI di lapangan ujar Kepala Bidang Hubungan Masyarakat Polda Papua Barat AKBP Adam Erwindi di Manokwari Sabtu Terkait gerakan golongan putih golput serta persoalan kepemiluan Polda Papua Barat terus memantau serta melakukan inventarisasi Sedangkan persoalan persoalan di tempat pemungutan suara TPS sudah ditangani oleh KPU dan Bawaslu Pihaknya mengimbau para kandidat tetap menahan diri serta tidak frontal dalam menyikapi masalah yang terjadi selama pemungutan suara Begitu pula kandidat yang merasa unggul dari hasil penghitungan cepat Jangan bereuforia dan melakukan konvoi di jalan Tunggu sampai ada putusan resmi KPU ujar Adam Meskipun menang sesuai putusan KPU menurut Adam konvoi serta pesta kemenangan pun sebaiknya tidak dilakukan karena dinilai dapat menciptakan kerumunan dan menjadi media penularan COVID Banyak pihak yang memantau pelaksanaan pilkada Sama sama kita jaga agar pesta demokrasi ini tidak menjadi klaster baru dalam penularan COVID katanya lagi Kabid Humas juga menyarankan para kandidat menempuh proses hukum yang diatur undang undang jika menemukan pelanggaran pada pilkada ini Situasi kamtibmas harus dijaga agar tetap kondusif Bawaslu merillis ada TPS di Papua Barat yang berpotensi dilakukan pemungutan suara ulang serta tiga TPS untuk penghitungan suara ulang Menyikapi temuan tersebut Polda Papua Barat masih memantau perkembangan dan berkoordinasi dengan seluruh penyelenggara pilkada Penebalan pasukan siap dilakukan untuk mencegah gangguan keamanan 
Menkop UKM minta UMKM manfaatkan platform digital,Tekno, Jakarta Menteri Koperasi dan Usaha Kecil Menengah Teten Masduki meminta pelaku usaha mikro kecil dan menengah UMKM memanfaatkan platform digital untuk membantu bisnis selama pandemi virus corona UMKM silakan optimalkan platform digital kata Teten video sambutan yang ditayangkan webinar Kerja Bareng untuk Negeri yang diadakan Shopee Indonesia Sabtu Dalam video tersebut Teten mnejelaskan pada kuartal kedua terdapat juta transaksi dari empat juta penjual aktif yang kebanyakan adalah pelaku UMKM Data Kementerian Koperasi dan UKM sebanyak persen pelaku usaha adalah UMKM UMKM juga menyumbang persen terhadap Produk Domestik Bruto PDB nasional dan persen penyerapan tenaga kerja yang terdampak pandemi COVID Saat ini dari total UMKM yang ada baru persen yang masuk ekosistem ekonomi digital UMKM resiliensi tinggi dan berpotensi jadi akselerator pemulihan ekonomi nasional kata Teten Menkop Teten dalam video tersebut juga menyampaikan bahwa Undang Undang Cipta Kerja memberikan dampak yang positif untuk UMKK antara lain kemudahan izin mempermudah kehadiran UMKM dalam rantai pasokan mendpat pembiayaan prioritas pasar dan akselerasi transformasi digital untuk UMKM Undang Undang Cipta Kerja diharapkan mampu meningkatkan rasio kewirausahaan serapan tenaga kerja serta kualitas dan daya saing UMKM Indonesia kata Teten Dalam acara yang sama Direktur Shopee Indonesia Handhika Jahja menyampaikan mereka memiliki serangkaian program untuk membantu UMKM selama pandemi ini paling utama adalah membantu pelaku usaha untuk masuk ke platform digital dan edukasi kepada para penjual melalui program Kampus Shopee Shopee Indonesia juga mengajarkan strategi pemasaran agar UMKM bisa berkembang di ekosistem digital Presiden Komisari SEA Group Indonesia yang merupakan perusahaan induk Shopee Pandu Sjahrir berpendapat edukasi merupakan program jangka menengah agar UMKM semakin maju Pewarta Natisha AndarningtyasEditor Alviansyah Pasaribu 
"KPU Jatim catat partisipasi masyarakat dalam pilkada 70,58 persen",Politik, Tingkat partisipasi masyarakat mengalami kenaikan dengan selisih rata rata sebesar persenSurabaya Komisi Pemilihan Umum KPU Provinsi Jawa Timur Jatim mencatat tingkat partisipasi masyarakat yang menggunakan hak pilih pada pemilihan kepala daerah di kabupaten kota pada Desember mencapai persen Hasil ini berdasarkan data sementara dari Bakesbangpol di kabupaten kota tingkat partisipasi masyarakat pada gelaran Pilkada Serentak ujar anggota KPU Jatim Gogot Cahyo Baskoro di Surabaya Sabtu Menurut dia angka tersebut sangat positif karena pilkada kali ini digelar di tengah masa pandemi COVID dan harus dilakukan dengan protokol kesehatan ketat Bahkan kata Gogot dibandingkan dengan Pilkada Serentak tingkat partisipasi masyarakat mengalami kenaikan dengan selisih rata rata sebesar persen Rata rata partisipasi masyarakat pilkada serentak lima tahun lalu di Jatim sebesar persen ujar komisioner divisi sosialisasi pendidikan pemilih dan partisipasi masyarakat tersebut Kendati demikian ia meminta untuk kepastiannya masih menunggu hasil rekapitulasi yang dilakukan KPU masing masing daerah Berdasarkan data sementara terdapat lima daerah yang melampaui target nasional di atas persen partisipasi masyarakat yakni Tuban persen Lamongan persen Gresik persen Mojokerto persen dan Kota Blitar persen Sedangkan daerah lainnya mengalami kenaikan tapi belum sampai memenuhi target nasional yaitu Pacitan persen Ponorogo persen Ngawi persen Sidoarjo persen Kabupaten Kediri persen Kabupaten Blitar persen Jember persen Situbondo persen Banyuwangi persen Sumenep persen dan Kota Surabaya persen Kemudian terdapat tiga daerah yang mengalami penurunan tingkat partisipasi masyarakat dibanding Pilkada Tahun yakni Trenggalek persen atau turun persen Kabupaten Malang persen atau turun persen serta Kota Pasuruan persen atau turun persen Gogot juga menyampaikan secara umum pelaksanaan Pilkada Serentak di daerah di Jatim berlangsung aman dan tertib termasuk pemenuhan protokol kesehatan dari penyelenggara maupun pemilih 
Kemdes dorong ketahanan pangan nasional di Hari Bakti Transmigrasi,Humaniora, Jakarta Kementerian Desa Pembangunan Daerah Tertinggal dan Transmigrasi Kemdes PDTT mendorong ketahanan pangan nasional dalam memperingati Hari Bakti Transmigrasi Ke Menteri Desa Pembangunan Daerah Tertinggal dan Transmigrasi Abdul Halim Iskandar dalam arahannya mengatakan peringatan Hari Bakti Transmigrasi Ke sebagai momentum refleksi bersama sebagai kemajuan kebangkitan serta kemaslahatan Indonesia khususnya warga transmigran yang tersebar di beberapa pulau di Indonesia Upacara ini tak hanya menjadi rutinitas tahunan dan sebatas seremonial belaka Namun juga dijadikan bagian dari aktivitas penghormatan penghargaan serta apresiasi kita terhadap para pelaku tokoh transmigrasi kata Menteri Abdul yang bertindak sebagai inspektur upacara kegiatan itu dalam keterangan tertulis yang diterima Jakarta Sabtu Puncak peringatan Hari Bakti Transmigrasi Ke yang bertema Revitalisasi dan Modernisasi Transmigrasi mendukung Ketahanan Pangan Nasional diadakan di Mamuju di Halaman Kantor Gubernur Sulawesi Barat Sabtu Menteri Abdul menuturkan kontribusi positif dari program transmigrasi adalah membuka keterisolasian daerah tertinggal Hasilnya sebanyak satuan permukiman dari kawasan transmigrasi telah terbangun salah satunya adalah Provinsi Sulawesi Barat yang lahir dari lokasi transmigrasi Mamuju juga termasuk pioner dalam penempatan transmigrasi Dia mengapresiasi semua pihak termasuk pemerintah provinsi pemerintah kabupaten dan kementerian karena telah berkontribusi dan berkolaborasi melalui penggerakan kawasan transmigrasi sehingga kawasan transmigrasi di Mamuju dapat berkembang dengan baik Diantaranya telah berkembang menjadi pusat pertumbuhan baru berupa desa definitif eks SP transmigrasi berkembang menjadi ibu kota kecamatan eks SP mendukung ibu kota kabupaten serta ibu kota provinsi salah satunya adalah Sulbar ujar mantan Ketua DPRD Jawa Timur itu Menteri Abdul berharap program transmigrasi diikuti dengan modernisasi sehingga mampu mengembangkan kawasan sebagai daerah yang lebih produktif berdaya saing maju serta menjelma menjadi lumbung lumbung pangan dalam rangka mensukseskan program ketahanan pangan nasional Untuk itulah penyelenggaraan transmigrasi harus mampu membangun kolaborasi dan integrasi yang kuat antar stakeholder pemangku kepentingan yang bersifat lintas sektor sebagaimana telah diatur dalam Perpres Nomor tahun tuturnya Pada kesempatan itu Kemdes PDTT menyerahkan bantuan pangan dan kesehatan berupa multivitamin serta alat kesehatan penanganan COVID diantaranya penyanitasi tangan hand sanitizer sabun cuci tangan dan desinfektan kepada masyarakat secara langsung hingga kepada instansi Kemdes PDTT juga membagikan sertifikat lahan transmigrasi sebanyak bidang Kegiatan itu juga dimeriahkan dengan pameran BUMDes dan Himpunan Wirausaha Transmigrasi di halaman Kantor Gubernur Sulawesi Barat Puncak peringatan Hari Bakti Transmigrasi juga diisi dengan kegiatan sosialisasi prioritas dana desa di Hotel Maleo Kawasan transmigrasi dicanangkan sebagai Penyangga Ketahanan Pangan Nasional melalui Program Pengembangan Food Estate Berbasis Korporasi Petani di dua kawasan transmigrasi Provinsi Kalimantan Tengah yaitu Kawasan Lamunti Dadahup yang ada di Kabupaten Kapuas dan Kabupaten Pulang Pisau Provinsi Kalimantan Tengah Pengembangan ketahanan pangan di kawasan transmigrasi memiliki tujuan utama untuk meningkatkan produktivitas dan indeks pertanaman membangun model sentra lumbung pangan kawasan transmigrasi serta optimalisasi pengelolaan lahan produktif pola partisipatif dan kolaborasi Selain itu Program Pemulihan Ekonomi Nasional di Kawasan Transmigrasi juga sebagai salah satu upaya pemerintah untuk mengurangi dampak COVID terhadap perekonomian nasional Hari Bakti Transmigrasi juga merupakan wujud apresiasi dari program Transmigrasi yang pertama kalinya dilaksanakan pada Desember Saat itu pemerintah berhasil memberangkatkan kepala keluarga KK atau dengan total jiwa dengan lokasi penempatan di antaranya Lampung KK dan Lubuk Linggau KK Pewarta Martha Herlinawati SEditor Budhi Santoso 
Wali Kota Bandarlampung: ANTARA harus lebih maju dalam pemberitaan,Humaniora, semoga lebih maju lagiBandarlampung Wali Kota Bandarlampung Herman HN menginginkan Perum LKBN dapat lebih maju dan baik lagi dalam memberikan pemberitaan yang membangun dan mencerdaskan kehidupan bangsa dan negara ke depannya Selamat ulang tahun ke untuk LKBN semoga lebih maju lagi dan tetap eksis di dalam negeri maupun luar negeri dalam memberikan informasi kata Wali Kota Herman HN di Bandarlampung Sabtu Ia pun berharap LKBN dapat memberikan sajian berita yang cepat dan akurat dan berimbang kepada khalayak ramai sebagaimana fungsinya sebagai kantor berita nasional Kita harap informasi dan berita berita dari dapat bermanfaat bagi masyarakat luas khususnya di Provinsi Lampung dan Kota Bandarlampung kata dia Sebelumnya dalam rangkaian HUT Ke LKBN perusahaan telah memberikan Gawai Pendidikan kepada anak anak wartawan yang terdampak COVID guna mendukung mereka dalam melaksanakan pendidikan secara dalam jaringan daring di masa pandemi Pada HUT ke LKBN yang jatuh di hari Minggu sejumlah artis nasional akan memeriahkannya acara tersebut seperti Awan Garnida Chacha Pusakata Viky Sianipar Jelly Tobing dan David Bayu komika Mamat Al Katiri serta influencer sekaligus youtuber Jerome Polin selain itu ada penampilan dari karyawan Perum LKBN Antara yang turut menghibur masyarakat umum Penampilan tersebut disiarkan secara langsung di kanal youtube Antara TV Indonesia pada tanggal Desember mulai pukul WIB hingga selesai Selain penampilan dari para artis pemenang dari kuis aktivasi gerakbersama akan diundi selama acara berlangsung lalu akan ada kuis interaktif melalui akun instagram antaranews dan Facebook Kantor Berita Antara dan dipuncak acara akan ada kuis berhadiah utama yaitu laptop Asus ROG SSTRIX III Berbagai hadiah menarik lainnya telah disiapkan untuk kuis tersebut antara lain sepeda emas batangan saldo uang elektronik handphone speaker JBL tablet Samsung A Samsung Galaxy Fit Perayaan HUT secara daring ini merupakan pertama kali dilakukan oleh Perum LKBN Antara yang dilakukan dengan mengikuti protokol kesehatan yang ketat yakni para penampil harus melalui rapid test uji cepat terlebih dahulu Perayaan secara daring juga dilakukan untuk mencegah terjadinya kerumunan sebagai langkah pencegahan penyebaran COVID Pewarta Dian HadiyatnaEditor Budhi Santoso 
"WHO harap izin vaksin Pfizer, Moderna, AstraZeneca beberapa pekan lagi",Dunia, Jenewa Organisasi Kesehatan Dunia WHO berharap dapat memutuskan perihal izin penggunaan darurat vaksin COVID buatan Pfizer Moderna dan AstraZeneca dalam beberapa pekan mendatang menurut kepala ilmuwan pada Jumat Soumya Swaminathan mengatakan badan kesehatan global itu akan memutuskan nasib calon vaksin Pfizer dalam beberapa pekan ke depan Selanjutnya mereka juga akan meninjau calon vaksin produksi Moderna dan AstraZeneca Restu WHO akan memungkinkan pendistribusian sebuah vaksin di sejumlah negara yang badan pengawas obat nasionalnya belum dapat melakukan evaluasi Menurut Swaminathan sedikitnya perusahaan telah menyatakan minat atau mengajukan permintaan izin penggunaan darurat untuk calon vaksin Dirjen WHO Tedros Adhanom Ghebreyesus mengatakan hampir satu miliar dosis vaksin telah diamankan untuk program COVAX guna dibagikan kepada negara negara miskin dan menengah Ada negara yang berpartisipasi dalam program tersebut Namun sejumlah pejabat WHO mencatat bahwa masih dibutuhkan waktu untuk memproduksi dosis vaksin yang mencukupi permintaan Menurut Swaminathan pasokan vaksin COVID sepertinya akan terbatas untuk paruh pertama Sumber Reuters BPOM Butuh bulan terbitkan izin vaksin COVID Penerjemah Asri Mayang SariEditor Tia Mutiasari 
